premise,hypothesis,gold_label,pred_label
...Einstein's Special Theory of Relativity does not say that E = MC2 and in leap year MC2.,Einstein's Special Theory of Relativity doesn't encompass the speed of light.,entailment,neutral
"Formally defined as the standard deviation of demand divided by average demand, the coefficient of variation can be considered a measure of variation that is normalized; it allows us to compare the variation of demand for different products, even if the average demand of the two products is quite different.",We have no way of comparing the demand for different products.,contradiction,contradiction
"Although small specialty shops were limited to a few items, such as those found in a traditional dressmaker or milliner's shop, department stores offered fixed prices and the convenience of returning purchases for exchange or cash.",Department stores often specialized in one or two products.,neutral,neutral
\\And you'll stay here?,Are you going to stay here?,entailment,entailment
"If you want to keep on, that's fine, but, so much time!",It took a lot of time because he was a slow person.,neutral,neutral
The Herron School of Art and Gallery at IUPUI is contemporary art!,The Herron School of Art is fantastic at contemporary art.,neutral,neutral
 Lakeside city located inside the embankment or on top of it,The embankment does not have a city anywhere near it.,contradiction,contradiction
In order to study performance we must first examine how different manufacturing practices fit together for suppliers.,The study is about how often employees take breaks.,contradiction,neutral
"Onomatopoeia has a long, honorable, and pleasurable history'from Aristophanes' brek-ke-kex ko-ax ko-ax to Kermit's ribbet, ribbet 'from majestic lines in ancient epic poetry to simple, homey words like plop, splash , and murmur .  In every language and time, the sound and look of some words have given clues to their  their sound has suggested their sense.","A philosophical meaning can be taken from onomatopoeia,",neutral,neutral
"If you would like to become a member of ELM, please fill out the enclosed membership form and send it back at your earliest convenience.",Membership of the ELM costs $20 per year.,neutral,neutral
"But as Figure 7.9 suggests, a manufacturer can pay somewhat more to make certain units'those with high weekly variation in sales'in quick production lines and still reap a better return than it would by making all of the product in a less expensive, slower plant.",Figure 7.9 suggests that a manufacturer can pay more to make units with high variation and reap better return that it would making product at slower less expensive plants.,entailment,entailment
"Now that manufacturers of power tools and ball bearings talk about their products as  fashion  items, the apparel industry'always subject to the whims of fashion'has much to say to any industry that involves retailing.",There are many power tools that people refer to as fashion items.,neutral,neutral
"Well, one day, I sai, I was going from San Miguel, uh, to Carolina, my brother lived, my brother was the principal of that, of that school there, in Carolina.",My brother lives in Carolina where he is principal of an elementary school. ,-,neutral
